user_id,session_id,session_size,click_article_id
78,1506826479281815,3,106799
79,1506826486139816,2,159359
79,1506826486139816,2,205897
80,1506826489320817,2,190703
80,1506826489320817,2,119592
81,1506826491101818,2,157541
81,1506826491101818,2,159944
82,1506826494555819,2,108854
82,1506826494555819,2,119592
83,1506826503422820,2,271216
83,1506826503422820,2,29882
84,1506826510285821,3,235840
84,1506826510285821,3,198322
84,1506826510285821,3,198420
85,1506826516245822,2,7947
85,1506826516245822,2,119592
86,1506826519142823,2,106984
86,1506826519142823,2,157077
87,1506826521783824,3,202436
87,1506826521783824,3,235840
87,1506826521783824,3,96663
88,1506826523168825,3,145166
88,1506826523168825,3,284845
88,1506826523168825,3,308807
89,1506826525406826,3,288431
89,1506826525406826,3,284847
89,1506826525406826,3,96663
90,1506826525212827,2,145166
90,1506826525212827,2,288431
91,1506826532111828,2,119592
91,1506826532111828,2,332114
92,1506826540288829,2,119592
92,1506826540288829,2,209723
93,1506826540375830,3,108854
93,1506826540375830,3,235840
93,1506826540375830,3,119592
94,1506826542322831,7,277681
94,1506826542322831,7,59782
94,1506826542322831,7,168868
94,1506826542322831,7,207122
94,1506826542322831,7,68866
94,1506826542322831,7,236294
94,1506826542322831,7,119592
95,1506826564405832,2,119592
95,1506826564405832,2,284845
96,1506826575357833,2,145166
96,1506826575357833,2,284847
97,1506826585202834,2,207122
97,1506826585202834,2,205897
98,1506826586405835,3,312545
98,1506826586405835,3,159359
98,1506826586405835,3,284847
99,1506826589272836,2,96663
99,1506826589272836,2,284847
100,1506826597228837,4,332114
100,1506826597228837,4,331293
100,1506826597228837,4,331225
100,1506826597228837,4,108854
101,1506826597238838,2,236682
101,1506826597238838,2,145166
102,1506826599396839,8,96663
102,1506826599396839,8,284845
102,1506826599396839,8,119592
102,1506826599396839,8,284847
102,1506826599396839,8,285412
102,1506826599396839,8,363291
102,1506826599396839,8,361700
102,1506826599396839,8,207122
103,1506826608289840,2,293182
103,1506826608289840,2,292980
104,1506826610425841,2,205897
104,1506826610425841,2,119592
105,1506826611285842,2,108854
105,1506826611285842,2,119592
106,1506826611229843,3,108854
106,1506826611229843,3,284847
106,1506826611229843,3,168868
107,1506826613117844,2,96663
107,1506826613117844,2,288431
108,1506826615132845,2,68866
108,1506826615132845,2,108854
109,1506826616787846,3,284847
109,1506826616787846,3,288431
109,1506826616787846,3,96663
110,1506826617371847,4,237620
110,1506826617371847,4,106819
110,1506826617371847,4,293264
110,1506826617371847,4,119592
111,1506826621773848,2,202436
111,1506826621773848,2,96663
112,1506826624106849,3,207374
112,1506826624106849,3,195586
112,1506826624106849,3,72618
113,1506826628167850,3,284847
113,1506826628167850,3,157077
113,1506826628167850,3,156025
114,1506826628226851,2,288431
114,1506826628226851,2,119592
115,1506826629113852,3,236294
115,1506826629113852,3,119592
115,1506826629113852,3,284847
116,1506826630545853,2,235840
116,1506826630545853,2,96663
117,1506826635461854,2,237620
117,1506826635461854,2,162286
118,1506826638144855,2,96663
118,1506826638144855,2,288431
119,1506826645291856,2,108854
119,1506826645291856,2,68866
120,1506826651116857,2,284847
120,1506826651116857,2,288431
121,1506826653149858,3,235840
121,1506826653149858,3,157541
121,1506826653149858,3,288431
122,1506826655619859,2,235840
122,1506826655619859,2,96663
123,1506826659421860,2,160474
123,1506826659421860,2,119592
124,1506826661227861,3,235840
124,1506826661227861,3,284847
124,1506826661227861,3,285412
125,1506826665410862,2,106819
125,1506826665410862,2,119592
126,1506826665427863,5,255575
126,1506826665427863,5,254816
126,1506826665427863,5,255930
126,1506826665427863,5,255703
126,1506826665427863,5,255368
127,1506826682299864,2,119592
127,1506826682299864,2,168868
128,1506826683183865,2,96663
128,1506826683183865,2,119592
129,1506826684156866,2,119592
129,1506826684156866,2,235840
130,1506826686220867,2,108854
130,1506826686220867,2,237620
131,1506826689250868,2,96663
131,1506826689250868,2,205897
132,1506826700428869,2,288754
132,1506826700428869,2,288904
133,1506826702282870,4,284847
133,1506826702282870,4,119592
133,1506826702282870,4,363291
133,1506826702282870,4,251735
134,1506826719415871,4,119592
134,1506826719415871,4,284845
134,1506826719415871,4,277681
134,1506826719415871,4,284847
135,1506826725408872,2,235840
135,1506826725408872,2,96663
136,1506826730221873,2,284847
136,1506826730221873,2,119592
137,1506826735259874,3,108854
137,1506826735259874,3,68866
137,1506826735259874,3,106984
138,1506826738211875,2,349662
138,1506826738211875,2,40509
139,1506826739550876,2,235840
139,1506826739550876,2,288431
140,1506826741246877,2,183367
140,1506826741246877,2,96663
141,1506826741284878,2,119592
141,1506826741284878,2,284847
142,1506826748402879,2,119592
142,1506826748402879,2,293264
143,1506826753261880,3,108854
143,1506826753261880,3,157541
143,1506826753261880,3,145166
144,1506826754203881,2,182456
144,1506826754203881,2,284847
145,1506826761132882,2,96180
145,1506826761132882,2,119592
146,1506826762418883,2,119592
146,1506826762418883,2,68866
147,1506826771398884,3,119592
147,1506826771398884,3,66457
147,1506826771398884,3,64305
148,1506826775250885,2,235840
148,1506826775250885,2,284847
149,1506826780136886,2,145166
149,1506826780136886,2,304583
150,1506826780245887,2,145166
150,1506826780245887,2,83576
151,1506826787110888,2,119592
151,1506826787110888,2,363291
152,1506826788141889,4,119592
152,1506826788141889,4,168868
152,1506826788141889,4,106984
152,1506826788141889,4,106886
153,1506826788896890,3,157541
153,1506826788896890,3,207122
153,1506826788896890,3,288431
154,1506826793323891,2,96663
154,1506826793323891,2,108854
155,1506826793302892,2,157541
155,1506826793302892,2,207122
156,1506826797169893,2,235840
156,1506826797169893,2,145166
157,1506826804396894,8,270847
157,1506826804396894,8,285412
157,1506826804396894,8,236682
157,1506826804396894,8,272947
157,1506826804396894,8,271672
157,1506826804396894,8,234427
157,1506826804396894,8,239687
157,1506826804396894,8,251735
158,1506826814307895,2,68866
158,1506826814307895,2,283819
159,1506826824233896,3,108854
159,1506826824233896,3,284847
159,1506826824233896,3,207122
160,1506826825256897,3,156543
160,1506826825256897,3,336430
160,1506826825256897,3,182394
161,1506826828110898,2,108854
161,1506826828110898,2,284847
162,1506826831235899,2,119592
162,1506826831235899,2,96663
163,1506826854337900,3,132840
163,1506826854337900,3,133042
163,1506826854337900,3,132387
164,1506826856175901,2,235840
164,1506826856175901,2,207122
165,1506826863308902,2,108854
165,1506826863308902,2,235840
166,1506826863110903,2,108854
166,1506826863110903,2,119592
167,1506826864238904,2,119592
167,1506826864238904,2,207122
168,1506826865213905,3,235840
168,1506826865213905,3,108854
168,1506826865213905,3,119592
169,1506826866461906,5,235840
169,1506826866461906,5,270564
169,1506826866461906,5,270225
169,1506826866461906,5,272947
169,1506826866461906,5,96663
170,1506826867320907,2,145166
170,1506826867320907,2,119592
171,1506826882379908,2,119592
171,1506826882379908,2,277681
172,1506826896294909,2,96663
172,1506826896294909,2,288431
173,1506826903262910,2,272947
173,1506826903262910,2,271971
174,1506826906285911,2,145166
174,1506826906285911,2,168868
175,1506826909117912,2,284847
175,1506826909117912,2,157541
176,1506826911349913,4,119592
176,1506826911349913,4,362816
176,1506826911349913,4,363291
176,1506826911349913,4,97480
177,1506826912231914,2,235840
177,1506826912231914,2,96663
178,1506826914409915,3,284847
178,1506826914409915,3,233769
178,1506826914409915,3,361714
179,1506826919387916,2,108854
179,1506826919387916,2,235840
180,1506826921881917,2,68866
180,1506826921881917,2,96663
181,1506826925415918,2,96663
181,1506826925415918,2,288431
182,1506826926442919,2,108854
182,1506826926442919,2,96663
183,1506826927304920,10,159359
183,1506826927304920,10,96663
183,1506826927304920,10,207122
183,1506826927304920,10,141517
183,1506826927304920,10,284847
183,1506826927304920,10,162286
183,1506826927304920,10,119592
183,1506826927304920,10,263974
183,1506826927304920,10,157861
183,1506826927304920,10,114428
184,1506826928133921,2,108854
184,1506826928133921,2,207122
185,1506826929349922,3,30169
185,1506826929349922,3,168868
185,1506826929349922,3,106984
186,1506826934117923,5,119592
186,1506826934117923,5,168701
186,1506826934117923,5,96663
186,1506826934117923,5,64305
186,1506826934117923,5,167245
187,1506826941144924,2,96663
187,1506826941144924,2,288431
188,1506826944467925,2,219917
188,1506826944467925,2,84238
189,1506826948888926,4,119592
189,1506826948888926,4,96663
189,1506826948888926,4,284847
189,1506826948888926,4,288431
190,1506826950332927,5,293264
190,1506826950332927,5,106819
190,1506826950332927,5,205897
190,1506826950332927,5,96663
190,1506826950332927,5,119592
191,1506826951395928,3,119592
191,1506826951395928,3,202436
191,1506826951395928,3,206266
192,1506826952156929,2,207122
192,1506826952156929,2,235840
193,1506826966922930,3,168868
193,1506826966922930,3,283220
193,1506826966922930,3,284847
194,1506826966413931,2,315511
194,1506826966413931,2,339147
195,1506826970386932,2,96663
195,1506826970386932,2,288431
196,1506826972891933,3,119592
196,1506826972891933,3,145166
196,1506826972891933,3,207637
197,1506826983284934,2,108854
197,1506826983284934,2,96663
198,1506826984355935,2,108854
198,1506826984355935,2,202436
199,1506826990733936,4,145166
199,1506826990733936,4,119592
199,1506826990733936,4,202436
199,1506826990733936,4,284847
200,1506826990965937,3,288431
200,1506826990965937,3,108854
200,1506826990965937,3,157077
201,1506826994230938,2,96663
201,1506826994230938,2,288431
202,1506826998406939,2,168868
202,1506826998406939,2,97600
203,1506826998530940,6,96663
203,1506826998530940,6,284847
203,1506826998530940,6,274388
203,1506826998530940,6,288431
203,1506826998530940,6,161498
203,1506826998530940,6,168701
204,1506826998367941,2,108854
204,1506826998367941,2,353669
205,1506827000210942,4,96663
205,1506827000210942,4,159359
205,1506827000210942,4,251735
205,1506827000210942,4,239687
206,1506827004148943,2,119592
206,1506827004148943,2,157541
207,1506827009226944,2,119592
207,1506827009226944,2,96663
208,1506827010291945,2,119592
208,1506827010291945,2,14617
209,1506827013185946,2,36292
209,1506827013185946,2,207122
210,1506827018762947,3,119592
210,1506827018762947,3,288431
210,1506827018762947,3,235840
211,1506827018158948,2,237620
211,1506827018158948,2,205897
212,1506827034260949,6,108854
212,1506827034260949,6,119592
212,1506827034260949,6,205897
212,1506827034260949,6,236294
212,1506827034260949,6,168868
212,1506827034260949,6,167245
213,1506827038110950,3,119592
213,1506827038110950,3,168701
213,1506827038110950,3,363033
214,1506827039326951,3,108854
214,1506827039326951,3,119592
214,1506827039326951,3,96663
215,1506827039231952,3,284847
215,1506827039231952,3,119592
215,1506827039231952,3,68866
216,1506827041376953,2,96663
216,1506827041376953,2,284845
217,1506827047118954,5,288431
217,1506827047118954,5,106819
217,1506827047118954,5,284847
217,1506827047118954,5,96663
217,1506827047118954,5,235840
218,1506827047229955,2,119592
218,1506827047229955,2,96663
219,1506827051147956,2,235840
219,1506827051147956,2,284847
220,1506827051205957,2,235840
220,1506827051205957,2,284847
221,1506827056228958,3,106819
221,1506827056228958,3,207122
221,1506827056228958,3,207129
222,1506827061144959,3,108854
222,1506827061144959,3,157541
222,1506827061144959,3,96663
223,1506827070748960,2,235840
223,1506827070748960,2,118934
224,1506827070317961,2,96663
224,1506827070317961,2,284847
225,1506827075387962,2,108854
225,1506827075387962,2,96663
226,1506827075806963,3,106984
226,1506827075806963,3,159359
226,1506827075806963,3,293264
227,1506827094313964,2,96663
227,1506827094313964,2,288431
228,1506827096167965,2,217717
228,1506827096167965,2,218435
229,1506827099107966,2,48973
229,1506827099107966,2,47716
230,1506827101147967,3,108854
230,1506827101147967,3,64305
230,1506827101147967,3,233671
231,1506827110168968,3,285047
231,1506827110168968,3,293405
231,1506827110168968,3,285415
232,1506827111416969,2,145166
232,1506827111416969,2,285412
233,1506827121441970,2,235840
233,1506827121441970,2,199653
234,1506827132408971,2,108854
234,1506827132408971,2,119592
235,1506827136563972,2,119592
235,1506827136563972,2,235840
236,1506827142242973,4,181134
236,1506827142242973,4,48337
236,1506827142242973,4,8844
236,1506827142242973,4,2662
237,1506827143113974,2,68866
237,1506827143113974,2,284847
238,1506827152289975,3,108854
238,1506827152289975,3,119592
238,1506827152289975,3,30970
239,1506827152361976,2,209723
239,1506827152361976,2,284463
240,1506827156224977,2,207122
240,1506827156224977,2,237620
241,1506827168141978,2,207129
241,1506827168141978,2,207122
242,1506827170384979,2,168868
242,1506827170384979,2,157541
243,1506827171334980,3,108854
243,1506827171334980,3,96663
243,1506827171334980,3,284847
244,1506827180288981,7,108854
244,1506827180288981,7,235840
244,1506827180288981,7,237620
244,1506827180288981,7,234995
244,1506827180288981,7,233671
244,1506827180288981,7,205897
244,1506827180288981,7,234798
245,1506827182264982,2,108854
245,1506827182264982,2,119592
246,1506827182630983,4,119291
246,1506827182630983,4,118553
246,1506827182630983,4,233671
246,1506827182630983,4,108854
247,1506827183404984,3,108854
247,1506827183404984,3,106819
247,1506827183404984,3,235840
248,1506827186110985,4,119592
248,1506827186110985,4,304583
248,1506827186110985,4,207122
248,1506827186110985,4,157541
249,1506827195167986,4,145166
249,1506827195167986,4,96663
249,1506827195167986,4,284845
249,1506827195167986,4,277681
250,1506827198426987,2,96663
250,1506827198426987,2,119592
251,1506827202292988,2,119592
251,1506827202292988,2,235840
252,1506827213280989,2,108854
252,1506827213280989,2,96663
253,1506827215381990,3,159359
253,1506827215381990,3,96663
253,1506827215381990,3,277681
254,1506827220331991,2,119592
254,1506827220331991,2,235840
255,1506827223286992,9,157541
255,1506827223286992,9,284847
255,1506827223286992,9,288431
255,1506827223286992,9,342239
255,1506827223286992,9,288984
255,1506827223286992,9,199653
255,1506827223286992,9,308807
255,1506827223286992,9,332114
255,1506827223286992,9,331293
256,1506827224335993,2,108854
256,1506827224335993,2,96663
257,1506827238165994,2,108854
257,1506827238165994,2,363291
258,1506827239228995,2,288431
258,1506827239228995,2,108854
259,1506827243161996,5,145166
259,1506827243161996,5,286421
259,1506827243161996,5,284847
259,1506827243161996,5,129960
259,1506827243161996,5,129086
260,1506827249302997,4,284847
260,1506827249302997,4,352227
260,1506827249302997,4,233769
260,1506827249302997,4,285412
261,1506827252392998,2,284847
261,1506827252392998,2,145166
262,1506827253115999,2,96954
262,1506827253115999,2,95742
263,1506827255105000,2,108854
263,1506827255105000,2,68866
264,1506827257347001,2,235840
264,1506827257347001,2,251735
265,1506827257347002,2,96663
265,1506827257347002,2,284847
266,1506827258233003,2,293264
266,1506827258233003,2,338013
267,1506827265110004,3,235840
267,1506827265110004,3,145166
267,1506827265110004,3,288431
268,1506827268182005,2,119592
268,1506827268182005,2,96663
269,1506827275216006,3,119592
269,1506827275216006,3,235840
269,1506827275216006,3,96663
270,1506827278102007,2,68866
270,1506827278102007,2,284847
271,1506827288124008,2,284847
271,1506827288124008,2,288431
272,1506827293727009,2,272947
272,1506827293727009,2,274078
273,1506827294805010,2,119592
273,1506827294805010,2,235840
274,1506827300729011,3,96663
274,1506827300729011,3,284847
274,1506827300729011,3,145166
275,1506827301427012,2,108854
275,1506827301427012,2,235840
276,1506827304319013,2,293264
276,1506827304319013,2,106933
277,1506827307203014,2,207122
277,1506827307203014,2,236713
278,1506827307307015,2,207122
278,1506827307307015,2,108854
279,1506827312243016,3,106984
279,1506827312243016,3,236682
279,1506827312243016,3,114428
280,1506827317260017,3,119592
280,1506827317260017,3,68866
280,1506827317260017,3,157541
281,1506827325342018,4,236294
281,1506827325342018,4,251735
281,1506827325342018,4,141517
281,1506827325342018,4,258386
282,1506827339158019,2,141397
282,1506827339158019,2,139235
283,1506827346241020,9,108854
283,1506827346241020,9,119592
283,1506827346241020,9,207122
283,1506827346241020,9,284847
283,1506827346241020,9,288431
283,1506827346241020,9,308807
283,1506827346241020,9,199653
283,1506827346241020,9,288984
283,1506827346241020,9,106819
284,1506827352424021,2,96663
284,1506827352424021,2,119592
285,1506827353209022,2,293264
285,1506827353209022,2,66457
286,1506827356319023,8,145166
286,1506827356319023,8,96663
286,1506827356319023,8,284847
286,1506827356319023,8,68866
286,1506827356319023,8,119592
286,1506827356319023,8,31862
286,1506827356319023,8,159359
286,1506827356319023,8,30970
287,1506827358325024,2,119592
287,1506827358325024,2,96663
288,1506827372162025,3,288431
288,1506827372162025,3,284847
288,1506827372162025,3,68866
289,1506827374168026,4,168868
289,1506827374168026,4,352809
289,1506827374168026,4,352774
289,1506827374168026,4,220484
290,1506827383295027,3,108854
290,1506827383295027,3,236682
290,1506827383295027,3,233769
291,1506827385350028,2,235840
291,1506827385350028,2,288431
292,1506827385331029,3,207122
292,1506827385331029,3,284847
292,1506827385331029,3,263974
293,1506827389171030,3,284847
293,1506827389171030,3,288431
293,1506827389171030,3,68866
294,1506827394325031,2,166552
294,1506827394325031,2,225952
295,1506827399898032,3,106819
295,1506827399898032,3,207122
295,1506827399898032,3,237620
296,1506827406266033,2,235840
296,1506827406266033,2,145166
297,1506827407356034,4,145166
297,1506827407356034,4,96663
297,1506827407356034,4,95513
297,1506827407356034,4,141517
298,1506827415408035,2,168868
298,1506827415408035,2,145166
299,1506827420185036,2,338132
299,1506827420185036,2,338013
300,1506827422653037,2,202436
300,1506827422653037,2,205897
301,1506827423582038,2,96663
301,1506827423582038,2,288431
302,1506827423914039,2,168868
302,1506827423914039,2,106984
303,1506827427329040,2,96663
303,1506827427329040,2,284847
304,1506827430662041,2,96663
304,1506827430662041,2,145166
305,1506827436135042,2,96663
305,1506827436135042,2,288431
306,1506827437115043,2,284847
306,1506827437115043,2,288431
307,1506827438164044,2,96663
307,1506827438164044,2,284847
308,1506827439344045,2,108854
308,1506827439344045,2,235840
309,1506827439166046,2,119592
309,1506827439166046,2,363291
310,1506827440182047,2,145166
310,1506827440182047,2,235840
311,1506827444290048,3,48973
311,1506827444290048,3,48478
311,1506827444290048,3,48337
312,1506827454601049,2,157541
312,1506827454601049,2,70716
313,1506827461103050,2,96663
313,1506827461103050,2,145166
314,1506827463278051,2,261680
314,1506827463278051,2,272660
315,1506827472376052,2,108854
315,1506827472376052,2,145166
316,1506827476684053,2,168868
316,1506827476684053,2,108854
317,1506827483148054,5,48973
317,1506827483148054,5,84467
317,1506827483148054,5,48915
317,1506827483148054,5,284847
317,1506827483148054,5,288431
318,1506827485355055,2,235840
318,1506827485355055,2,288431
319,1506827486219056,2,119592
319,1506827486219056,2,209723
320,1506827491123057,2,235840
320,1506827491123057,2,96663
321,1506827492354058,3,202436
321,1506827492354058,3,96663
321,1506827492354058,3,235840
322,1506827499197059,2,108854
322,1506827499197059,2,96663
323,1506827502134060,2,119592
323,1506827502134060,2,284847
324,1506827503201061,3,96663
324,1506827503201061,3,13337
324,1506827503201061,3,86707
325,1506827503262062,4,288431
325,1506827503262062,4,145166
325,1506827503262062,4,119592
325,1506827503262062,4,108854
326,1506827504242063,2,96663
326,1506827504242063,2,68866
327,1506827505837064,3,237620
327,1506827505837064,3,237202
327,1506827505837064,3,168868
328,1506827505197065,2,63821
328,1506827505197065,2,67846
329,1506827511436066,3,96663
329,1506827511436066,3,95513
329,1506827511436066,3,36855
330,1506827515395067,3,207122
330,1506827515395067,3,32764
330,1506827515395067,3,96663
331,1506827517266068,4,96663
331,1506827517266068,4,337763
331,1506827517266068,4,298246
331,1506827517266068,4,284845
332,1506827522550069,2,108854
332,1506827522550069,2,202436
333,1506827527544070,2,108854
333,1506827527544070,2,119592
334,1506827536206071,2,284847
334,1506827536206071,2,68866
335,1506827537106072,2,114428
335,1506827537106072,2,264013
336,1506827541106073,3,108854
336,1506827541106073,3,284847
336,1506827541106073,3,145166
337,1506827543120074,2,108854
337,1506827543120074,2,106984
338,1506827544738075,2,68866
338,1506827544738075,2,363291
339,1506827553221076,2,108854
339,1506827553221076,2,145166
340,1506827554410077,2,235840
340,1506827554410077,2,108854
341,1506827555836078,4,119592
341,1506827555836078,4,235840
341,1506827555836078,4,96663
341,1506827555836078,4,288431
342,1506827556267079,5,224314
342,1506827556267079,5,363291
342,1506827556267079,5,361714
342,1506827556267079,5,361969
342,1506827556267079,5,361700
343,1506827566209080,3,288431
343,1506827566209080,3,284847
343,1506827566209080,3,182456
344,1506827576226081,2,293264
344,1506827576226081,2,96663
345,1506827578402082,3,284847
345,1506827578402082,3,96663
345,1506827578402082,3,145166
346,1506827590888083,2,95648
346,1506827590888083,2,97600
347,1506827593837084,2,68866
347,1506827593837084,2,284847
348,1506827595109085,4,145166
348,1506827595109085,4,288431
348,1506827595109085,4,284847
348,1506827595109085,4,308807
349,1506827597312086,3,235840
349,1506827597312086,3,284847
349,1506827597312086,3,157541
350,1506827600816087,2,202436
350,1506827600816087,2,96663
351,1506827604534088,2,119592
351,1506827604534088,2,288431
352,1506827610314089,2,108854
352,1506827610314089,2,235840
353,1506827612114090,2,235840
353,1506827612114090,2,108854
354,1506827612351091,2,106984
354,1506827612351091,2,159359
355,1506827616287092,2,108854
355,1506827616287092,2,293264
356,1506827620112093,2,119592
356,1506827620112093,2,202436
357,1506827623338094,7,7947
357,1506827623338094,7,157541
357,1506827623338094,7,158189
357,1506827623338094,7,119592
357,1506827623338094,7,235840
357,1506827623338094,7,205897
357,1506827623338094,7,108854
358,1506827623333095,2,108854
358,1506827623333095,2,96663
359,1506827624145096,5,66457
359,1506827624145096,5,158571
359,1506827624145096,5,205897
359,1506827624145096,5,202686
359,1506827624145096,5,206744
360,1506827627338097,3,108854
360,1506827627338097,3,119592
360,1506827627338097,3,202436
361,1506827633331098,2,205897
361,1506827633331098,2,168701
362,1506827646391099,2,96663
362,1506827646391099,2,284847
363,1506827646300100,2,235840
363,1506827646300100,2,145166
364,1506827649289101,2,96663
364,1506827649289101,2,145166
365,1506827652182102,3,96663
365,1506827652182102,3,108854
365,1506827652182102,3,284847
366,1506827653370103,2,108854
366,1506827653370103,2,141517
367,1506827655164104,3,48973
367,1506827655164104,3,48337
367,1506827655164104,3,235840
368,1506827656112105,2,108854
368,1506827656112105,2,168868
369,1506827664280106,4,96663
369,1506827664280106,4,284847
369,1506827664280106,4,145166
369,1506827664280106,4,119592
370,1506827664293107,2,119592
370,1506827664293107,2,288431
371,1506827665173108,3,159359
371,1506827665173108,3,157541
371,1506827665173108,3,237620
372,1506827668310109,2,293264
372,1506827668310109,2,157861
373,1506827671324110,2,108854
373,1506827671324110,2,119592
374,1506827671281111,3,288431
